,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
30,000002.SZ,20200819,27.64,27.9,27.3,27.44,27.7,-0.26,-0.9386,730576.97,2011514.008
31,000002.SZ,20200818,28.21,28.28,27.5,27.7,28.21,-0.51,-1.8079,848392.64,2355345.99
32,000002.SZ,20200817,27.74,28.65,27.56,28.21,27.68,0.53,1.9147,1347817.83,3808676.655
33,000002.SZ,20200814,27.9,27.9,27.15,27.68,27.58,0.1,0.3626,940947.34,2592380.291
34,000002.SZ,20200813,28.83,29.06,28.31,28.6,28.71,-0.11,-0.3831,790902.89,2261412.098
35,000002.SZ,20200812,27.89,28.71,27.8,28.71,27.88,0.83,2.977,1249774.08,3535287.161
36,000002.SZ,20200811,27.92,28.44,27.81,27.88,27.81,0.07,0.2517,1038365.84,2917894.974
37,000002.SZ,20200810,27.08,27.94,27.05,27.81,27.03,0.78,2.8857,1052840.04,2908314.678
38,000002.SZ,20200807,27.19,27.36,26.9,27.03,27.38,-0.35,-1.2783,664062.85,1798228.229
39,000002.SZ,20200806,27.38,27.63,26.99,27.38,27.35,0.03,0.1097,827242.1,2253354.54
40,000002.SZ,20200805,27.5,27.56,27.11,27.35,27.74,-0.39,-1.4059,811323.58,2215309.569
41,000002.SZ,20200804,27.4,27.95,27.07,27.74,27.28,0.46,1.6862,1246383.36,3425728.931
42,000002.SZ,20200803,27.02,27.35,26.92,27.28,26.84,0.44,1.6393,1062237.06,2878942.644
43,000002.SZ,20200731,26.88,27.23,26.61,26.84,26.88,-0.04,-0.1488,733327.35,1974226.165
44,000002.SZ,20200730,27.04,27.1,26.79,26.88,27.11,-0.23,-0.8484,733968.71,1975837.27
45,000002.SZ,20200729,26.71,27.14,26.51,27.11,26.87,0.24,0.8932,926893.79,2490844.472
46,000002.SZ,20200728,26.83,27.0,26.62,26.87,26.68,0.19,0.7121,619447.05,1660026.209
47,000002.SZ,20200727,27.27,27.28,26.33,26.68,27.03,-0.35,-1.2949,943467.22,2510590.209
48,000002.SZ,20200724,27.35,27.88,26.85,27.03,27.52,-0.49,-1.7805,1160239.76,3174571.069
49,000002.SZ,20200723,27.64,27.98,27.11,27.52,27.88,-0.36,-1.2912,991225.69,2723562.572
50,000002.SZ,20200722,27.89,28.3,27.65,27.88,28.01,-0.13,-0.4641,882146.5,2470127.024
51,000002.SZ,20200721,28.45,28.53,27.84,28.01,28.3,-0.29,-1.0247,776308.44,2177172.136
52,000002.SZ,20200720,27.39,28.5,27.29,28.3,27.23,1.07,3.9295,1132749.83,3171353.3
53,000002.SZ,20200717,27.26,27.64,26.91,27.23,27.54,-0.31,-1.1256,1166350.74,3177245.453
54,000002.SZ,20200716,28.25,28.72,27.52,27.54,28.28,-0.74,-2.6167,1438432.1,4055153.708
55,000002.SZ,20200715,29.0,29.28,28.28,28.28,28.94,-0.66,-2.2806,1154989.79,3306443.715
56,000002.SZ,20200714,29.14,29.5,28.45,28.94,29.2,-0.26,-0.8904,1343018.28,3889222.008
57,000002.SZ,20200713,28.92,29.39,28.48,29.2,29.17,0.03,0.1028,1804033.06,5218016.833
58,000002.SZ,20200710,30.02,30.07,28.99,29.17,30.63,-1.46,-4.7666,2098406.41,6190314.614
59,000002.SZ,20200709,30.45,30.63,29.88,30.63,30.4,0.23,0.7566,1342454.08,4058954.546
60,000002.SZ,20200708,30.3,30.9,29.65,30.4,30.3,0.1,0.33,1601287.8,4827351.74
61,000002.SZ,20200707,31.5,32.02,30.0,30.3,31.02,-0.72,-2.3211,1713195.8,5262391.225
62,000002.SZ,20200706,29.3,31.15,29.3,31.02,28.65,2.37,8.2723,2301285.06,6955279.099
63,000002.SZ,20200703,28.65,29.12,28.14,28.65,28.39,0.26,0.9158,1744355.6,4993062.505
64,000002.SZ,20200702,28.0,28.89,27.77,28.39,28.09,0.3,1.068,2134743.87,6033529.847
65,000002.SZ,20200701,26.18,28.5,26.17,28.09,26.14,1.95,7.4598,2602748.54,7124087.372
