,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
20,000004.SZ,20200902,24.99,25.0,24.2,24.68,24.99,-0.31,-1.2405,33098.51,81138.459
21,000004.SZ,20200901,26.41,26.44,24.64,24.99,25.58,-0.59,-2.3065,70698.6,179178.183
22,000004.SZ,20200831,23.49,25.58,23.45,25.58,23.25,2.33,10.0215,39668.23,97880.536
23,000004.SZ,20200828,23.33,23.33,22.71,23.25,23.45,-0.2,-0.8529,33330.91,76678.407
24,000004.SZ,20200827,23.78,23.95,22.56,23.45,23.8,-0.35,-1.4706,60802.32,140827.598
25,000004.SZ,20200826,26.36,26.36,23.72,23.8,26.36,-2.56,-9.7117,60497.65,149306.898
26,000004.SZ,20200825,27.05,27.05,26.21,26.36,26.98,-0.62,-2.298,21091.01,56155.538
27,000004.SZ,20200824,26.74,27.09,26.4,26.98,26.7,0.28,1.0487,14113.01,37806.8
28,000004.SZ,20200821,26.86,27.1,26.65,26.7,26.78,-0.08,-0.2987,10791.0,28968.694
29,000004.SZ,20200820,27.34,27.34,26.72,26.78,27.38,-0.6,-2.1914,15861.01,42594.636
30,000004.SZ,20200819,28.1,28.1,27.28,27.38,28.08,-0.7,-2.4929,19491.72,53606.089
31,000004.SZ,20200818,27.7,28.24,27.6,28.08,27.68,0.4,1.4451,20558.0,57408.353
32,000004.SZ,20200817,27.4,27.69,27.06,27.68,27.19,0.49,1.8021,21291.6,58346.686
33,000004.SZ,20200814,27.33,27.5,27.0,27.19,27.32,-0.13,-0.4758,14296.0,38906.035
34,000004.SZ,20200813,27.38,27.57,27.18,27.32,27.28,0.04,0.1466,13323.91,36458.087
35,000004.SZ,20200812,28.01,28.03,26.4,27.28,28.1,-0.82,-2.9181,25501.11,69446.331
36,000004.SZ,20200811,28.61,28.75,28.08,28.1,28.61,-0.51,-1.7826,18347.7,52113.545
37,000004.SZ,20200810,28.4,28.71,28.08,28.61,28.42,0.19,0.6685,14518.77,41386.152
38,000004.SZ,20200807,28.61,29.04,28.15,28.42,28.96,-0.54,-1.8646,21405.0,61057.516
39,000004.SZ,20200806,29.08,29.16,28.6,28.96,29.19,-0.23,-0.7879,23007.6,66373.862
40,000004.SZ,20200805,29.76,29.76,28.75,29.19,29.35,-0.16,-0.5451,27535.32,80001.178
41,000004.SZ,20200804,29.43,29.97,29.16,29.35,29.27,0.08,0.2733,34533.1,102085.921
42,000004.SZ,20200803,28.77,29.37,28.75,29.27,28.68,0.59,2.0572,37678.05,109665.709
43,000004.SZ,20200731,28.51,28.88,28.4,28.68,28.58,0.1,0.3499,24007.86,68718.227
44,000004.SZ,20200730,28.86,29.1,28.52,28.58,29.11,-0.53,-1.8207,25025.05,71905.493
45,000004.SZ,20200729,28.5,29.12,28.2,29.11,28.73,0.38,1.3227,28629.0,82045.457
46,000004.SZ,20200728,29.2,29.46,28.67,28.73,29.08,-0.35,-1.2036,19874.0,57557.957
47,000004.SZ,20200727,28.63,29.08,28.41,29.08,28.62,0.46,1.6073,14503.6,41685.522
48,000004.SZ,20200724,29.54,30.01,28.55,28.62,29.78,-1.16,-3.8952,28079.69,81917.603
49,000004.SZ,20200723,30.31,30.31,29.22,29.78,30.38,-0.6,-1.975,26597.28,78865.52
50,000004.SZ,20200722,29.65,30.88,29.65,30.38,29.65,0.73,2.4621,33475.21,102085.62
51,000004.SZ,20200721,30.05,30.29,29.39,29.65,30.04,-0.39,-1.2983,24037.0,71570.964
52,000004.SZ,20200720,29.44,30.29,29.1,30.04,29.35,0.69,2.3509,27950.01,83237.895
53,000004.SZ,20200717,28.92,29.59,28.51,29.35,28.92,0.43,1.4869,30312.86,88450.458
54,000004.SZ,20200716,30.51,30.74,28.5,28.92,30.61,-1.69,-5.5211,46674.0,138747.058
55,000004.SZ,20200715,32.54,32.6,30.57,30.61,32.44,-1.83,-5.6412,57252.6,179103.173
56,000004.SZ,20200714,34.33,34.33,31.92,32.44,34.1,-1.66,-4.868,68060.05,223447.614
57,000004.SZ,20200713,33.59,34.14,32.68,34.1,33.56,0.54,1.6091,69621.95,233152.232
58,000004.SZ,20200710,32.42,34.65,32.04,33.56,32.83,0.73,2.2236,96772.1,325108.654
59,000004.SZ,20200709,32.44,33.48,31.69,32.83,31.4,1.43,4.5541,105965.41,344726.36
60,000004.SZ,20200708,31.08,31.55,30.62,31.4,31.25,0.15,0.48,60694.8,188082.226
61,000004.SZ,20200707,31.0,31.69,30.1,31.25,30.47,0.78,2.5599,89363.06,277062.027
62,000004.SZ,20200706,28.46,31.28,28.4,30.47,28.46,2.01,7.0625,75836.87,225963.966
63,000004.SZ,20200703,29.45,29.49,28.38,28.46,29.45,-0.99,-3.3616,56274.13,161436.906
64,000004.SZ,20200702,30.28,30.28,28.7,29.45,30.2,-0.75,-2.4834,53098.07,155610.791
65,000004.SZ,20200701,29.8,30.82,29.6,30.2,29.84,0.36,1.2064,56386.06,170215.401
